520	5.1	24.56	65.12	117.3	787.92	
521	4.82	23.4	64.84	116.8	790.14	
522	4.78	23.34	64.08	114.12	793.68	
523	4.42	23.56	63.36	118.72	789.94	
524	4.48	23.58	63.5	113.82	794.62	
525	4.9	22.66	62.16	114.22	796.06	
526	3.9	21.76	61.4	114.54	798.4	
527	3.82	20.78	62.56	112.36	800.48	
528	3.2	20.56	60.6	110	805.64	
529	2.76	19.74	61.42	111.4	804.68	
530	2.34	19.7	60.06	111.5	806.4	
531	2.48	21.92	58.18	110.6	806.82	
532	2.58	21.6	57.08	113.48	805.26	
533	2.5	21.34	56.74	114.74	804.68	
534	2.66	21.22	57.48	116.76	801.88	
535	2.22	22.4	53.6	118.36	803.42	
536	1.86	21.88	53.88	120.4	801.98	
537	1.94	20.14	55.22	118.76	803.94	
538	1.78	21.1	54.4	119.54	803.18	
539	2.06	20.72	53.76	117.38	806.08	
540	2.06	21.06	51.32	114.98	810.58	
541	1.84	20.3	51.32	113.54	813	
542	1.62	19.6	51.36	113.26	814.16	
543	1.6	19.6	52.6	112.06	814.14	
544	1.44	18.5	51.66	111.82	816.58	
545	1.4	18.36	52	115.22	813.02	
546	1.46	18.76	51.92	118.26	809.6	
547	1.6	20.18	50.7	117.6	809.92	
548	1.64	20.04	48.22	118.84	811.26	
549	1.54	19.16	47.14	119.52	812.64	
550	1.68	18.48	46.32	115.4	818.12	
551	1.64	17.72	47.62	115.4	817.62	
552	1.6	18.18	45.92	115.98	818.32	
553	1.6	18.08	47.54	114.68	818.1	
554	1.36	17.62	48.16	112.94	819.92	
555	1.28	17.38	48.2	111.54	821.6	
556	1.18	18.54	47.52	109.42	823.34	
557	1.26	17.7	48.46	107.86	824.72	
558	1.44	16.56	48.12	108.2	825.68	
559	1.56	15.52	46.08	108.96	827.88	
560	1.58	15.18	45.38	107.96	829.9	
561	1.58	14.58	43.74	109.26	830.84	
562	1.68	13.76	43.36	106.66	834.54	
563	1.56	14.08	42.64	105.06	836.66	
564	1.72	13.9	42.42	105.22	836.74	
565	1.56	14.86	42.66	103.5	837.42	
566	2.16	13.64	42.06	105.24	836.9	
567	2.62	13.86	42.24	105.78	835.5	
568	3.12	13.86	41.64	104.08	837.3	
569	2.76	15.16	40.06	102.72	839.3	
570	3.12	15.24	39.14	102.82	839.68	
571	2.42	15.56	38.92	101.56	841.54	
572	2.38	14.56	38.1	101.86	843.1	
573	2.4	15.12	38	100.64	843.84	
574	1.6	13.96	37.94	99.52	846.98	
575	1.64	15.46	39.7	97.96	845.24	
576	2.34	15.28	39.88	100.3	842.2	
577	2.16	15.16	38.56	98.9	845.22	
578	2.36	14.92	39.28	97.26	846.18	
579	1.84	16.58	39.92	95.6	846.06	
580	1.88	16.48	40.4	95.86	845.38	
581	1.96	17.3	40.14	93.9	846.7	
582	1.76	17.42	42.12	92.12	846.58	
583	1.6	17.94	41.34	92.34	846.78	
584	1.56	17.46	41.9	90.7	848.38	
585	1.64	18.2	44	90.18	845.98	
586	1.72	17.64	41.68	90.66	848.3	
587	1.42	18.08	42.36	90.72	847.42	
588	1.26	18.24	42.1	91.18	847.22	
589	1.4	17.9	42.98	89.6	848.12	
590	1.32	17.46	43.3	89.04	848.88	
591	1.74	17.4	41.92	89.52	849.42	
592	1.28	17	41.24	91.72	848.76	
593	1.3	16.78	40.8	90.68	850.44	
594	1.52	15.92	41.7	90.42	850.44	
595	1.56	15.34	40.54	91.7	850.86	
596	1.62	15.38	41.46	90.16	851.38	
597	1.6	14.08	40.9	85.98	857.44	
598	1.8	13.82	41.76	85.44	857.18	
599	1.72	14.04	42.16	82.68	859.4	
600	1.94	12.6	43.5	83.68	858.28	
601	1.98	13.48	44.8	82.3	857.44	
602	1.48	12.64	45.24	83.44	857.2	
603	1.3	12.52	45.9	85.68	854.6	
604	1.36	12.92	47.48	86.26	851.98	
605	1.7	13.04	48.86	88.72	847.68	
606	1.92	13.2	50.04	85.7	849.14	
607	1.5	13.56	49.24	82.42	853.28	
608	1.38	14.94	51.6	79	853.08	
609	1.12	15.34	51.94	75.44	856.16	
610	1.04	15.76	53.36	74.56	855.28	
611	0.76	15.64	52.1	73.66	857.84	
612	0.68	15.54	51.98	70.88	860.92	
613	0.68	15.98	51.36	72.38	859.6	
614	0.72	14.88	50.1	72.28	862.02	
615	0.9	15.02	49.32	71.08	863.68	
